word,female_effect_size,female_p_value
apple,0.4444566682912326,0.18515325872938582
art,-0.08871392893703835,0.5669588754200829
banana,0.5348797927892033,0.1408438213324631
beach,0.7909877106816016,0.05797671129166759
beer,-0.851902178925351,0.9563449931156763
book,-0.022317913612686736,0.5185444183431602
bread,-0.01823360552021704,0.5161709512005783
brother,-0.7143465224388587,0.9248672695353197
burger,-0.4642992269227169,0.8248275412264412
butter,0.4312371781465843,0.1894678115994497
cake,0.8646796560971299,0.043968354483870375
candy,0.7125878697121737,0.07544382787384163
car,-0.4500740048866985,0.814113205636462
cat,0.443490119520464,0.18561502401137475
chocolate,0.9060173438413239,0.03400781835745026
city,-0.38610034934360205,0.7815347603491327
coconut,0.9127564790008408,0.035493249422336226
coffee,0.3133675553845797,0.26269202859989493
computer,-0.2849100566457664,0.7159284946486201
cookie,0.8035257397811214,0.053108242381648796
cry,0.07005865308082988,0.4499497020110379
daughter,0.5707727207714357,0.1281630071388573
dog,-0.168268591452341,0.6314975503179037
dream,0.11981390736496315,0.4042083010979107
drink,-0.13062171189612254,0.608491855555642
eat,-0.0863007877227914,0.5698715401695365
enemy,-0.8694443424421929,0.9582495309758822
family,0.1023762517376315,0.4249013713596007
fly,-0.7189326516010283,0.9269406153062927
food,0.4864527979693298,0.16510021141131048
friend,0.052384396911133314,0.4616195989359775
future,-0.6624661291064303,0.9081697157268018
grape,0.24721838459418088,0.3115545093018046
happy,-0.05778933649270798,0.5370667922465082
hate,-0.2686970768436342,0.7039221982607781
history,-0.6504645780458154,0.9040464264025685
house,-0.14033190997848505,0.608214345433042
imagination,-0.16751882189482495,0.6389852716221911
juice,0.8009954259229439,0.05430372744082457
jump,-0.4903890437690279,0.8383389316862795
king,-1.4584078827966303,0.9981948288082175
kiwi,0.15814018758658455,0.3718382704521789
laugh,-0.11032121256060902,0.5850032240107942
learn,-0.2703645181190937,0.7028996521536928
listen,-0.46667854318840546,0.8237333114203027
love,0.47219366977676674,0.17535209647787697
mango,0.5985525669288401,0.11689456099738682
milk,1.2494374112422473,0.006299324005177631
moon,0.3132753562654224,0.2681842892356179
mountain,-0.7843522283897172,0.940678850999271
music,-0.45227049203672526,0.8105673063288323
orange,0.530438350788864,0.14619174637286325
past,-0.22397565889887566,0.6720841241442361
pasta,0.48463535343993724,0.1688360497576653
pear,0.973199373959081,0.02598270800928759
pineapple,0.4344266503374581,0.1947393686570198
pizza,-0.20776184801691247,0.6608507034669635
present,-0.2693584074062267,0.7004270111962461
queen,1.6907802776484853,0.00035907106801158495
read,0.07255790581566053,0.438065715260022
reality,0.3009543966321311,0.27427521475337147
rice,0.2855943161927135,0.2789804164818108
river,-0.4110316491161306,0.7935405369609845
run,-0.5995803602308084,0.8859228446950679
sad,0.08218960837646196,0.43126308966056703
science,-0.3937616747347939,0.7781013168797576
sister,0.8662519551108196,0.044005378658762195
sky,-0.123245457971203,0.5930025433885006
sleep,0.2132151954263107,0.33857837833983484
soda,0.3707771918993266,0.228156411566506
son,-0.6325821052790739,0.9003870637849705
speak,-0.20662339154693468,0.669863317233772
star,0.0569062757574794,0.4511198383746531
stranger,0.09448388106054138,0.42019849616569627
strawberry,1.0653029636964348,0.015606206246738252
sun,0.11634487924596812,0.4144127332548271
sushi,0.3123611219614918,0.26288079157011146
swim,1.0049564802234254,0.02149057879896199
tea,0.9862599533139783,0.023112379750252376
teach,-0.33718875256612774,0.751627301350716
tree,-0.3881537563081544,0.7799439320814265
vodka,0.37646025299362107,0.22721964053368016
walk,-0.1730113385874668,0.6298791723203763
water,-0.012963039252956764,0.5108158162249664
watermelon,0.7752274254291815,0.06076582078766646
whiskey,-0.8238636688402174,0.9489626052398131
wine,0.1779776939609967,0.3602360800883033
write,0.03272217435786423,0.472470936978709
