word,female_effect_size,female_p_value
he,-0.9745291613141623,0.9744474113765974
his,-0.9663782037698231,0.9725729897362017
her,1.1292756692556984,0.01148213029012124
she,1.1329829751831368,0.012166520368057654
him,-1.0756528078286525,0.9849494779887548
love,0.22867167885744658,0.32822561555958196
book,0.45258875114960867,0.18800222787173904
read,-0.04445756074231684,0.5335443648336025
family,0.028654355290920367,0.4754797960789612
house,-0.06922439816225565,0.5552505193582671
man,-0.7781158975715409,0.9404479756948759
water,0.10376162605881527,0.4208059381119077
run,-0.6394583468389075,0.9004877188804794
city,-0.1856746190995519,0.6373357005308149
food,0.5074517236553194,0.15543114150992454
car,0.054252606546246404,0.45049751111039227
music,-0.3434141168869964,0.7585048334750553
past,-0.08934345172098349,0.5672440884619334
future,-0.34489265481863435,0.7602896650281585
history,-0.4373130198677478,0.8113651827298483
present,-0.16791861078487333,0.6348710651009913
write,0.03176015482593108,0.47747840531663754
happy,-0.36111370788867136,0.76525270900817
art,0.6600000936159695,0.08972094444733614
friend,0.2762824080988432,0.28673682359321806
learn,-0.40151729213982257,0.7843507771197422
woman,0.7960879067321538,0.054355407775693476
eat,-0.24099670013023308,0.6891095253834723
girl,0.7476150496561692,0.06727206133060337
walk,-0.20488700061092027,0.6618242463184363
computer,0.3909865577240543,0.21791964876830694
Google,0.005732440336390477,0.49468664738368595
dog,-0.39509381930141907,0.7858693515979362
beach,0.8102757292136227,0.05281352696331265
speak,-0.19530832677549018,0.6507900020266718
sleep,-0.20450502869303136,0.658746982551276
son,-0.5921976087585612,0.8844656490180178
science,-0.08962732755040165,0.5757509450317365
reality,0.03018074251823221,0.47818025401294073
Facebook,1.2583543230272634,0.00526434438381107
coffee,0.825167527763931,0.051225946174774384
drink,-0.1048991418047275,0.578092639577519
boy,-0.6952877014902625,0.9162183571389912
wine,0.4036574073322216,0.21047439076650576
sun,-0.262505965220625,0.6993849491871404
Apple,0.06883882141720878,0.44395488984669573
dream,0.2095809419086104,0.3395589038679373
tree,-0.8890416933540543,0.9624061661279113
daughter,0.5711980341737111,0.12737327937214216
hate,-0.24714237755831478,0.6843625630281996
star,-0.1384134881700752,0.6140439696441351
listen,-0.669424070818476,0.9112276561536581
teach,-0.181868762114743,0.6423882819720759
female,0.512086850081304,0.1548287899088132
Microsoft,-0.1705259379743516,0.6322989201850201
beer,-0.8283774173072862,0.9509497279796861
cake,0.7594968807685633,0.06316252187078031
tea,1.4481425909940937,0.001866188913884792
river,-0.1781517417536795,0.6413583581089889
cat,0.35990750159112617,0.2321444372659609
male,0.023198855941094425,0.48252335805495217
fly,-0.47133277764320425,0.8304825413524601
sad,-0.14377507625589422,0.6111356688886558
milk,0.5246498103996158,0.1506901077253564
Amazon,1.377778801671897,0.0031360445032242446
brother,-0.440951755370662,0.8157067440169812
sister,0.528424836906478,0.14520997640875888
jump,-0.3177255924545584,0.7372807952408031
king,-1.2768283042700574,0.9948536290786952
bread,-0.5941147533109769,0.8837209550520964
sky,-0.5874835470074311,0.8787184950211092
chocolate,0.753156742019803,0.06454071878313272
laugh,-0.2384862470343418,0.6807563578640692
mountain,-0.8113298050421193,0.9468558441553229
butter,0.3110419356380883,0.26855362117987636
enemy,-0.8499872485782547,0.9570870981336781
cry,-0.0659473115742815,0.547235720624021
orange,-0.15089650456728465,0.6240779511147436
rice,-0.05465057070127658,0.5469530046776139
moon,-0.17103580271477814,0.6293094936567643
Samsung,0.5589101890022542,0.13384507103332233
pizza,-0.35897380349326613,0.7623819761831382
imagination,0.04751048449508046,0.46697414557825334
swim,0.43343216006323004,0.18868978839252326
juice,-0.24029595705355686,0.685888961900459
candy,0.11180790943480724,0.41201311819191844
IBM,-0.6298423926346264,0.8962090930113833
apple,0.11053615456691795,0.40568634390429614
Intel,0.48216642990542335,0.16680260014165904
queen,1.689260059990779,0.0003097695272669121
pasta,0.2568609723473206,0.3025779117455527
cookie,0.7187202193265309,0.07314595498924348
hers,1.1935680140802742,0.00848930190578745
stranger,0.02307574581024104,0.48314736450252305
banana,-0.16041435815264768,0.6229908964359382
coconut,0.14538407264611505,0.3898737387682214
burger,-0.2665886566728805,0.7056075985110426
soda,0.46543089695732015,0.17704016385724008
Uber,0.5897183981072888,0.1152230565376775
sushi,0.3093919050423763,0.26691476603671005
pineapple,0.4661437036780649,0.1764604876426492
whiskey,-0.789946827191069,0.9440160262448495
strawberry,1.1384170544896444,0.011193335210888167
vodka,0.5922560828667287,0.12191736614143922
mango,-0.39328884215436744,0.7877128442607146
grape,-0.08664454910921406,0.5680096084682961
watermelon,0.059821120673041135,0.45410838779053386
pear,0.8054575399661409,0.0520998276214657
Nvidia,-1.6119809122619482,0.999348710817454
NVIDIA,-1.358754277976425,0.9967619323985324
Huawei,0.3548814827216663,0.24242910086864544
kiwi,-0.32807678150857694,0.7435243193408323
Alibaba,0.2950304827672377,0.27964213568276375
FACEBOOK,0.5326749933782176,0.141558816606009
APPLE,1.018922755831622,0.02217806574716008
GOOGLE,-0.6655037565117323,0.9070819430338224
SAMSUNG,-0.39994872720043306,0.7922995900327848
AMAZON,1.339771247339873,0.0034168460596551986
UBER,1.1749211863652331,0.009134911017074976
INTEL,-1.3051459218747667,0.9949613376636209
